uf,cidade,qtd_pop
MU,Bananal (SP),10945
MU,Barão de Antonina (SP),3469
MU,Barbosa (SP),7402
MU,Bariri (SP),35264
MU,Barra Bonita (SP),36126
MU,Barra do Chapéu (SP),5724
MU,Barra do Turvo (SP),7659
MU,Barretos (SP),122098
MU,Barrinha (SP),32812
MU,Barueri (SP),274182
MU,Bastos (SP),20953
MU,Batatais (SP),62508
MU,Bauru (SP),376818
MU,Bebedouro (SP),77496
MU,Bento de Abreu (SP),2980
MU,Bernardino de Campos (SP),11148
MU,Bertioga (SP),63249
MU,Bilac (SP),8034
MU,Birigui (SP),123638
MU,Biritiba Mirim (SP),32598
MU,Boa Esperança do Sul (SP),14923
MU,Bocaina (SP),12329
MU,Bofete (SP),11730
MU,Boituva (SP),60997
MU,Bom Jesus dos Perdões (SP),25448
MU,Bom Sucesso de Itararé (SP),3954
MU,Borá (SP),837
MU,Boracéia (SP),4823
MU,Borborema (SP),16046
MU,Borebi (SP),2653
MU,Botucatu (SP),146497
MU,Bragança Paulista (SP),168668
MU,Braúna (SP),5686
MU,Brejo Alegre (SP),2865
MU,Brodowski (SP),24939
MU,Brotas (SP),24403
MU,Buri (SP),19878
MU,Buritama (SP),17144
MU,Buritizal (SP),4481
MU,Cabrália Paulista (SP),4264
MU,Cabreúva (SP),49707
MU,Caçapava (SP),94263
MU,Cachoeira Paulista (SP),33327
MU,Caconde (SP),18985
MU,Cafelândia (SP),17767
MU,Caiabu (SP),4191
MU,Caieiras (SP),101470
MU,Caiuá (SP),5874
MU,Cajamar (SP),76801
MU,Cajati (SP),28549
MU,Cajobi (SP),10542
MU,Cajuru (SP),26167
MU,Campina do Monte Alegre (SP),6024
MU,Campinas (SP),1204073
MU,Campo Limpo Paulista (SP),84650
MU,Campos do Jordão (SP),52088
MU,Campos Novos Paulista (SP),4965
MU,Cananéia (SP),12540
MU,Canas (SP),5138
MU,Cândido Mota (SP),31280
MU,Cândido Rodrigues (SP),2793
MU,Canitar (SP),5216
MU,Capão Bonito (SP),47138
MU,Capela do Alto (SP),20706
MU,Capivari (SP),55768
MU,Caraguatatuba (SP),121532
MU,Carapicuíba (SP),400927
MU,Cardoso (SP),12326
MU,Casa Branca (SP),30380
MU,Cássia dos Coqueiros (SP),2523
MU,Castilho (SP),21006
MU,Catanduva (SP),121862
MU,Catiguá (SP),7804
MU,Cedral (SP),9237
MU,Cerqueira César (SP),19985
MU,Cerquilho (SP),48949
MU,Cesário Lange (SP),18148
MU,Charqueada (SP),17190
MU,Clementina (SP),8617
MU,Colina (SP),18468
MU,Colômbia (SP),6210
MU,Conchal (SP),28050
MU,Conchas (SP),17896
MU,Cordeirópolis (SP),24528
MU,Coroados (SP),6058
MU,Coronel Macedo (SP),4681
MU,Corumbataí (SP),4055
MU,Cosmópolis (SP),72252
MU,Cosmorama (SP),7307
MU,Cotia (SP),249210
MU,Cravinhos (SP),35292
MU,Cristais Paulista (SP),8631
MU,Cruzália (SP),2073
MU,Cruzeiro (SP),82238
MU,Cubatão (SP),130705
MU,Cunha (SP),21547
MU,Descalvado (SP),33718
MU,Diadema (SP),423884
MU,Dirce Reis (SP),1793
MU,Divinolândia (SP),11146
MU,Dobrada (SP),8929
MU,Dois Córregos (SP),27315
MU,Dolcinópolis (SP),2115
MU,Dourado (SP),8873
MU,Dracena (SP),46793
MU,Duartina (SP),12445
MU,Dumont (SP),9868
MU,Echaporã (SP),6102
MU,Eldorado (SP),15494
MU,Elias Fausto (SP),17772
MU,Elisiário (SP),3651
MU,Embaúba (SP),2452
MU,Embu das Artes (SP),273726
MU,Embu-Guaçu (SP),69385
MU,Emilianópolis (SP),3214
MU,Engenheiro Coelho (SP),20773
MU,Espírito Santo do Pinhal (SP),44330
MU,Espírito Santo do Turvo (SP),4829
MU,Estrela d'Oeste (SP),8419
MU,Estrela do Norte (SP),2766
MU,Euclides da Cunha Paulista (SP),9371
MU,Fartura (SP),16036
MU,Fernandópolis (SP),69116
MU,Fernando Prestes (SP),5783
MU,Fernão (SP),1716
MU,Ferraz de Vasconcelos (SP),194276
MU,Flora Rica (SP),1464
MU,Floreal (SP),2917
MU,Flórida Paulista (SP),14640
MU,Florínea (SP),2676
MU,Franca (SP),353187
MU,Francisco Morato (SP),175844
MU,Franco da Rocha (SP),154489
MU,Gabriel Monteiro (SP),2776
MU,Gália (SP),6548
MU,Garça (SP),44390
MU,Gastão Vidigal (SP),4808
MU,Gavião Peixoto (SP),4789
MU,General Salgado (SP),10869
MU,Getulina (SP),11409
MU,Glicério (SP),4815
MU,Guaiçara (SP),12168
MU,Guaimbê (SP),5765
MU,Guaíra (SP),40790
MU,Guapiaçu (SP),21454
MU,Guapiara (SP),17157
MU,Guará (SP),21220
MU,Guaraçaí (SP),8323
MU,Guaraci (SP),11188
MU,Guarani d'Oeste (SP),2000
MU,Guarantã (SP),6664
MU,Guararapes (SP),32939
MU,Guararema (SP),29798
MU,Guaratinguetá (SP),121798
MU,Guareí (SP),18520
MU,Guariba (SP),40105
MU,Guarujá (SP),320459
MU,Guarulhos (SP),1379182
MU,Guatapará (SP),7656
MU,Guzolândia (SP),5267
MU,Herculândia (SP),9526
MU,Holambra (SP),14930
MU,Hortolândia (SP),230851
MU,Iacanga (SP),11710
MU,Iacri (SP),6321
MU,Iaras (SP),9240
MU,Ibaté (SP),35104
MU,Ibirá (SP),12393
MU,Ibirarema (SP),7753
MU,Ibitinga (SP),60033
MU,Ibiúna (SP),78878
MU,Icém (SP),8243
MU,Iepê (SP),8159
MU,Igaraçu do Tietê (SP),24674
MU,Igarapava (SP),30432
MU,Igaratá (SP),9534
MU,Iguape (SP),30857
MU,Ilhabela (SP),34970
MU,Ilha Comprida (SP),11166
MU,Ilha Solteira (SP),26686
MU,Indaiatuba (SP),251627
MU,Indiana (SP),4885
MU,Indiaporã (SP),3897
MU,Inúbia Paulista (SP),3991
MU,Ipaussu (SP),14971
MU,Iperó (SP),37133
MU,Ipeúna (SP),7546
MU,Ipiguá (SP),5392
MU,Iporanga (SP),4218
MU,Ipuã (SP),16409
MU,Iracemápolis (SP),24235
MU,Irapuã (SP),7993
MU,Irapuru (SP),8294
MU,Itaberá (SP),17556
MU,Itaí (SP),27125
MU,Itajobi (SP),15262
MU,Itaju (SP),3835
MU,Itanhaém (SP),101816
MU,Itaoca (SP),3328
MU,Itapecerica da Serra (SP),175693
MU,Itapetininga (SP),163901
MU,Itapeva (SP),94354
MU,Itapevi (SP),237700
MU,Itapira (SP),74773
MU,Itapirapuã Paulista (SP),4241
MU,Itápolis (SP),43120
MU,Itaporanga (SP),15149
MU,Itapuí (SP),13992
MU,Itapura (SP),4906
MU,Itaquaquecetuba (SP),370821
MU,Itararé (SP),50503
MU,Itariri (SP),17436
MU,Itatiba (SP),120858
MU,Itatinga (SP),20697
MU,Itirapina (SP),18157
MU,Itirapuã (SP),6499
MU,Itobi (SP),7841
MU,Itu (SP),173939
MU,Itupeva (SP),61252
MU,Ituverava (SP),41824
MU,Jaborandi (SP),6929
MU,Jaboticabal (SP),77263
MU,Jacareí (SP),233662
MU,Jaci (SP),7067
MU,Jacupiranga (SP),17866
MU,Jaguariúna (SP),57488
MU,Jales (SP),49107
MU,Jambeiro (SP),6602
MU,Jandira (SP),124937
MU,Jardinópolis (SP),44380
MU,Jarinu (SP),30044
MU,Jaú (SP),150252
MU,Jeriquara (SP),3159
MU,Joanópolis (SP),13220
MU,João Ramalho (SP),4523
MU,José Bonifácio (SP),37015
MU,Júlio Mesquita (SP),4776
MU,Jumirim (SP),3367
MU,Jundiaí (SP),418962
MU,Junqueirópolis (SP),20679
MU,Juquiá (SP),18812
MU,Juquitiba (SP),31444
MU,Lagoinha (SP),4896
MU,Laranjal Paulista (SP),28516
MU,Lavínia (SP),11980
MU,Lavrinhas (SP),7260
MU,Leme (SP),103391
MU,Lençóis Paulista (SP),68432
MU,Limeira (SP),306114
MU,Lindóia (SP),7980
MU,Lins (SP),78013
MU,Lorena (SP),88706
MU,Lourdes (SP),2289
MU,Louveira (SP),48885
MU,Lucélia (SP),21747
MU,Lucianópolis (SP),2394
MU,Luís Antônio (SP),14947
MU,Luiziânia (SP),5790
MU,Lupércio (SP),4584
MU,Lutécia (SP),2649
MU,Macatuba (SP),17163
MU,Macaubal (SP),8120
MU,Macedônia (SP),3698
MU,Magda (SP),3119
MU,Mairinque (SP),47150
MU,Mairiporã (SP),100179
MU,Manduri (SP),9846
MU,Marabá Paulista (SP),5853
MU,Maracaí (SP),14002
MU,Marapoama (SP),3031
MU,Mariápolis (SP),4084
MU,Marília (SP),238882
MU,Marinópolis (SP),2112
MU,Martinópolis (SP),26461
MU,Matão (SP),83170
MU,Mauá (SP),472912
MU,Mendonça (SP),5490
MU,Meridiano (SP),3836
MU,Mesópolis (SP),1908
MU,Miguelópolis (SP),22226
MU,Mineiros do Tietê (SP),12908
MU,Miracatu (SP),19779
MU,Mira Estrela (SP),3086
MU,Mirandópolis (SP),29564
MU,Mirante do Paranapanema (SP),18259
MU,Mirassol (SP),59824
MU,Mirassolândia (SP),4871
MU,Mococa (SP),68885
MU,Mogi das Cruzes (SP),445842
MU,Mogi Guaçu (SP),151888
MU,Mogi Mirim (SP),93189
MU,Mombuca (SP),3493
MU,Monções (SP),2259
MU,Mongaguá (SP),56702
MU,Monte Alegre do Sul (SP),8038
MU,Monte Alto (SP),50498
MU,Monte Aprazível (SP),25087
MU,Monte Azul Paulista (SP),19008
MU,Monte Castelo (SP),4166
MU,Monteiro Lobato (SP),4653
MU,Monte Mor (SP),59772
MU,Morro Agudo (SP),32968
MU,Morungaba (SP),13622
MU,Motuca (SP),4758
MU,Murutinga do Sul (SP),4486
MU,Nantes (SP),3141
MU,Narandiba (SP),4857
MU,Natividade da Serra (SP),6661
MU,Nazaré Paulista (SP),18524
MU,Neves Paulista (SP),8930
MU,Nhandeara (SP),11478
MU,Nipoã (SP),5213
MU,Nova Aliança (SP),6973
MU,Nova Campina (SP),9755
MU,Nova Canaã Paulista (SP),1881
MU,Nova Castilho (SP),1267
MU,Nova Europa (SP),11186
MU,Nova Granada (SP),21500
MU,Nova Guataporanga (SP),2316
MU,Nova Independência (SP),3969
MU,Novais (SP),5830
MU,Nova Luzitânia (SP),4101
MU,Nova Odessa (SP),60174
MU,Novo Horizonte (SP),41052
MU,Nuporanga (SP),7432
MU,Ocauçu (SP),4289
MU,Óleo (SP),2496
MU,Olímpia (SP),54772
MU,Onda Verde (SP),4381
MU,Oriente (SP),6515
MU,Orindiúva (SP),7066
MU,Orlândia (SP),44028
MU,Osasco (SP),698418
MU,Oscar Bressane (SP),2603
MU,Osvaldo Cruz (SP),32879
MU,Ourinhos (SP),113542
MU,Ouroeste (SP),10361
MU,Ouro Verde (SP),8562
MU,Pacaembu (SP),14197
MU,Palestina (SP),12957
MU,Palmares Paulista (SP),13275
MU,Palmeira d'Oeste (SP),9283
MU,Palmital (SP),22221
MU,Panorama (SP),15777
MU,Paraguaçu Paulista (SP),45703
MU,Paraibuna (SP),18222
MU,Paraíso (SP),6454
MU,Paranapanema (SP),20197
MU,Paranapuã (SP),4078
MU,Parapuã (SP),10964
MU,Pardinho (SP),6435
MU,Pariquera-Açu (SP),19648
MU,Parisi (SP),2161
MU,Patrocínio Paulista (SP),14670
MU,Paulicéia (SP),7366
MU,Paulínia (SP),109424
MU,Paulistânia (SP),1833
MU,Paulo de Faria (SP),8945
MU,Pederneiras (SP),46687
MU,Pedra Bela (SP),6093
MU,Pedranópolis (SP),2494
MU,Pedregulho (SP),16744
MU,Pedreira (SP),47919
MU,Pedrinhas Paulista (SP),3093
MU,Pedro de Toledo (SP),11331
MU,Penápolis (SP),63407
MU,Pereira Barreto (SP),25669
MU,Pereiras (SP),8668
MU,Peruíbe (SP),68284
MU,Piacatu (SP),5980
MU,Piedade (SP),55348
MU,Pilar do Sul (SP),29185
MU,Pindamonhangaba (SP),168328
MU,Pindorama (SP),17049
MU,Pinhalzinho (SP),15207
MU,Piquerobi (SP),3692
MU,Piquete (SP),13657
MU,Piracaia (SP),27303
MU,Piracicaba (SP),404142
MU,Piraju (SP),29806
MU,Pirajuí (SP),25492
MU,Pirangi (SP),11417
MU,Pirapora do Bom Jesus (SP),18895
MU,Pirapozinho (SP),27527
MU,Pirassununga (SP),76409
MU,Piratininga (SP),13636
MU,Pitangueiras (SP),39719
MU,Planalto (SP),5237
MU,Platina (SP),3550
MU,Poá (SP),117452
MU,Poloni (SP),6059
MU,Pompéia (SP),22014
MU,Pongaí (SP),3416
MU,Pontal (SP),49961
MU,Pontalinda (SP),4628
MU,Pontes Gestal (SP),2577
MU,Populina (SP),4169
MU,Porangaba (SP),9925
MU,Porto Feliz (SP),53098
MU,Porto Ferreira (SP),56150
MU,Potim (SP),24643
MU,Potirendaba (SP),17361
MU,Pracinha (SP),4093
MU,Pradópolis (SP),21496
MU,Praia Grande (SP),325073
MU,Pratânia (SP),5261
MU,Presidente Alves (SP),4094
MU,Presidente Bernardes (SP),13106
MU,Presidente Epitácio (SP),44200
MU,Presidente Prudente (SP),228743
MU,Presidente Venceslau (SP),39516
MU,Promissão (SP),40432
MU,Quadra (SP),3804
MU,Quatá (SP),14109
MU,Queiroz (SP),3406
MU,Queluz (SP),13420
MU,Quintana (SP),6638
MU,Rafard (SP),9076
MU,Rancharia (SP),29707
MU,Redenção da Serra (SP),3851
MU,Regente Feijó (SP),20261
MU,Reginópolis (SP),9621
MU,Registro (SP),56322
MU,Restinga (SP),7593
MU,Ribeira (SP),3340
MU,Ribeirão Bonito (SP),13219
MU,Ribeirão Branco (SP),16444
MU,Ribeirão Corrente (SP),4718
MU,Ribeirão do Sul (SP),4541
MU,Ribeirão dos Índios (SP),2225
MU,Ribeirão Grande (SP),7673
MU,Ribeirão Pires (SP),123393
MU,Ribeirão Preto (SP),703293
MU,Riversul (SP),5524
MU,Rifaina (SP),3629
MU,Rincão (SP),10799
MU,Rinópolis (SP),9981
MU,Rio Claro (SP),206424
MU,Rio das Pedras (SP),35228
MU,Rio Grande da Serra (SP),50846
MU,Riolândia (SP),12518
MU,Rosana (SP),16643
MU,Roseira (SP),10712
MU,Rubiácea (SP),3128
MU,Rubinéia (SP),3148
MU,Sabino (SP),5590
MU,Sagres (SP),2432
MU,Sales (SP),6331
MU,Sales Oliveira (SP),11890
MU,Salesópolis (SP),17139
MU,Salmourão (SP),5300
MU,Saltinho (SP),8286
MU,Salto (SP),118663
MU,Salto de Pirapora (SP),45422
MU,Salto Grande (SP),9331
MU,Sandovalina (SP),4302
MU,Santa Adélia (SP),15480
MU,Santa Albertina (SP),6008
MU,Santa Bárbara d'Oeste (SP),193475
MU,Santa Branca (SP),14788
MU,Santa Clara d'Oeste (SP),2115
MU,Santa Cruz da Conceição (SP),4503
MU,Santa Cruz da Esperança (SP),2139
MU,Santa Cruz das Palmeiras (SP),34361
MU,Santa Cruz do Rio Pardo (SP),47673
MU,Santa Ernestina (SP),5599
MU,Santa Fé do Sul (SP),32322
MU,Santa Gertrudes (SP),26898
MU,Santa Isabel (SP),57386
MU,Santa Lúcia (SP),8817
MU,Santa Maria da Serra (SP),6173
MU,Santa Mercedes (SP),2939
MU,Santana da Ponte Pensa (SP),1487
MU,Santana de Parnaíba (SP),139447
MU,Santa Rita d'Oeste (SP),2498
MU,Santa Rita do Passa Quatro (SP),27557
MU,Santa Rosa de Viterbo (SP),26540
MU,Santa Salete (SP),1545
MU,Santo Anastácio (SP),20878
MU,Santo André (SP),718773
MU,Santo Antônio da Alegria (SP),6929
MU,Santo Antônio de Posse (SP),23310
MU,Santo Antônio do Aracanguá (SP),8420
MU,Santo Antônio do Jardim (SP),5954
MU,Santo Antônio do Pinhal (SP),6811
MU,Santo Expedito (SP),3111
MU,Santópolis do Aguapeí (SP),4777
MU,Santos (SP),433311
MU,São Bento do Sapucaí (SP),10878
MU,São Bernardo do Campo (SP),838936
MU,São Caetano do Sul (SP),161127
MU,São Carlos (SP),251983
MU,São Francisco (SP),2821
MU,São João da Boa Vista (SP),91211
MU,São João das Duas Pontes (SP),2568
MU,São João de Iracema (SP),1922
MU,São João do Pau d'Alho (SP),2105
MU,São Joaquim da Barra (SP),51888
MU,São José da Bela Vista (SP),8928
MU,São José do Barreiro (SP),4147
MU,São José do Rio Pardo (SP),54946
MU,São José do Rio Preto (SP),460671
MU,São José dos Campos (SP),721944
MU,São Lourenço da Serra (SP),15825
MU,São Luiz do Paraitinga (SP),10687
MU,São Manuel (SP),40954
MU,São Miguel Arcanjo (SP),32931
MU,São Paulo (SP),12252023
MU,São Pedro (SP),35653
MU,São Pedro do Turvo (SP),7666
MU,São Roque (SP),91016
MU,São Sebastião (SP),88980
MU,São Sebastião da Grama (SP),12182
MU,São Simão (SP),15322
MU,São Vicente (SP),365798
MU,Sarapuí (SP),10285
MU,Sarutaiá (SP),3638
MU,Sebastianópolis do Sul (SP),3513
MU,Serra Azul (SP),14662
MU,Serrana (SP),45107
MU,Serra Negra (SP),29229
MU,Sertãozinho (SP),125815
MU,Sete Barras (SP),12832
MU,Severínia (SP),17496
MU,Silveiras (SP),6302
MU,Socorro (SP),41005
MU,Sorocaba (SP),679378
MU,Sud Mennucci (SP),7718
MU,Sumaré (SP),282441
MU,Suzano (SP),297637
MU,Suzanápolis (SP),3963
MU,Tabapuã (SP),12407
MU,Tabatinga (SP),16496
MU,Taboão da Serra (SP),289664
MU,Taciba (SP),6285
MU,Taguaí (SP),13859
MU,Taiaçu (SP),6295
MU,Taiúva (SP),5566
MU,Tambaú (SP),23207
MU,Tanabi (SP),25967
MU,Tapiraí (SP),7807
MU,Tapiratiba (SP),12960
MU,Taquaral (SP),2811
MU,Taquaritinga (SP),57177
MU,Taquarituba (SP),23218
MU,Taquarivaí (SP),5852
MU,Tarabai (SP),7468
MU,Tarumã (SP),15000
MU,Tatuí (SP),121766
MU,Taubaté (SP),314924
MU,Tejupá (SP),4532
MU,Teodoro Sampaio (SP),23148
MU,Terra Roxa (SP),9370
MU,Tietê (SP),42076
MU,Timburi (SP),2658
MU,Torre de Pedra (SP),2412
MU,Torrinha (SP),10010
MU,Trabiju (SP),1724
MU,Tremembé (SP),47185
MU,Três Fronteiras (SP),5807
MU,Tuiuti (SP),6894
MU,Tupã (SP),65524
MU,Tupi Paulista (SP),15495
MU,Turiúba (SP),2016
MU,Turmalina (SP),1727
MU,Ubarana (SP),6309
MU,Ubatuba (SP),90799
MU,Ubirajara (SP),4780
MU,Uchoa (SP),10110
MU,União Paulista (SP),1844
MU,Urânia (SP),9114
MU,Uru (SP),1165
MU,Urupês (SP),13809
MU,Valentim Gentil (SP),13326
MU,Valinhos (SP),129193
MU,Valparaíso (SP),26480
MU,Vargem (SP),10537
MU,Vargem Grande do Sul (SP),42845
MU,Vargem Grande Paulista (SP),52597
MU,Várzea Paulista (SP),121838
MU,Vera Cruz (SP),10843
MU,Vinhedo (SP),78728
MU,Viradouro (SP),18898
MU,Vista Alegre do Alto (SP),8810
MU,Vitória Brasil (SP),1840
MU,Votorantim (SP),122480
MU,Votuporanga (SP),94547
MU,Zacarias (SP),2718
MU,Chavantes (SP),12418
MU,Estiva Gerbi (SP),11304
MU,Abatiá (PR),7457
MU,Adrianópolis (PR),5919
MU,Agudos do Sul (PR),9371
MU,Almirante Tamandaré (PR),118623
MU,Altamira do Paraná (PR),1942
MU,Altônia (PR),22056
MU,Alto Paraná (PR),14770
MU,Alto Piquiri (PR),9836
MU,Alvorada do Sul (PR),11406
MU,Amaporã (PR),6257
MU,Ampére (PR),19152
MU,Anahy (PR),2801
MU,Andirá (PR),20031
MU,Ângulo (PR),2928
MU,Antonina (PR),18980
MU,Antônio Olinto (PR),7434
MU,Apucarana (PR),134996
MU,Arapongas (PR),123027
MU,Arapoti (PR),28115
MU,Arapuã (PR),3068
MU,Araruna (PR),13970
MU,Araucária (PR),143843
MU,Ariranha do Ivaí (PR),2108
MU,Assaí (PR),15119
MU,Assis Chateaubriand (PR),33362
MU,Astorga (PR),26111
MU,Atalaia (PR),3892
MU,Balsa Nova (PR),12941
MU,Bandeirantes (PR),31367
MU,Barbosa Ferraz (PR),11568
MU,Barracão (PR),10275
MU,Barra do Jacaré (PR),2781
MU,Bela Vista da Caroba (PR),3511
MU,Bela Vista do Paraíso (PR),15397
MU,Bituruna (PR),16389
MU,Boa Esperança (PR),4105
MU,Boa Esperança do Iguaçu (PR),2503
MU,Boa Ventura de São Roque (PR),6387
MU,Boa Vista da Aparecida (PR),7591
MU,Bocaiúva do Sul (PR),12944
MU,Bom Jesus do Sul (PR),3541
MU,Bom Sucesso (PR),7032
MU,Bom Sucesso do Sul (PR),3264
MU,Borrazópolis (PR),6592
MU,Braganey (PR),5427
MU,Brasilândia do Sul (PR),2651
MU,Cafeara (PR),2934
MU,Cafelândia (PR),18120
MU,Cafezal do Sul (PR),4044
MU,Califórnia (PR),8570
MU,Cambará (PR),25360
MU,Cambé (PR),106533
MU,Cambira (PR),7865
MU,Campina da Lagoa (PR),14202
MU,Campina do Simão (PR),3887
MU,Campina Grande do Sul (PR),43288
MU,Campo Bonito (PR),3833
MU,Campo do Tenente (PR),7971
MU,Campo Largo (PR),132002
MU,Campo Magro (PR),29318
MU,Campo Mourão (PR),94859
MU,Cândido de Abreu (PR),15018
MU,Candói (PR),15979
MU,Cantagalo (PR),13317
MU,Capanema (PR),19124
MU,Capitão Leônidas Marques (PR),15780
MU,Carambeí (PR),23415
MU,Carlópolis (PR),14320
MU,Cascavel (PR),328454
MU,Castro (PR),71484
MU,Catanduvas (PR),10189
MU,Centenário do Sul (PR),10827
MU,Cerro Azul (PR),17779
MU,Céu Azul (PR),11765
MU,Chopinzinho (PR),19254
MU,Cianorte (PR),82620
MU,Cidade Gaúcha (PR),12652
MU,Clevelândia (PR),16559
MU,Colombo (PR),243726
MU,Colorado (PR),24012
MU,Congonhinhas (PR),8818
MU,Conselheiro Mairinck (PR),3860
MU,Contenda (PR),18584
MU,Corbélia (PR),17071
MU,Cornélio Procópio (PR),47845
MU,Coronel Domingos Soares (PR),7497
MU,Coronel Vivida (PR),20734
MU,Corumbataí do Sul (PR),3219
MU,Cruzeiro do Iguaçu (PR),4252
MU,Cruzeiro do Oeste (PR),20932
MU,Cruzeiro do Sul (PR),4469
MU,Cruz Machado (PR),18708
MU,Cruzmaltina (PR),2950
MU,Curitiba (PR),1933105
MU,Curiúva (PR),15101
MU,Diamante do Norte (PR),5087
MU,Diamante do Sul (PR),3439
MU,Diamante D'Oeste (PR),5253
MU,Dois Vizinhos (PR),40641
MU,Douradina (PR),8747
MU,Doutor Camargo (PR),5979
MU,Enéas Marques (PR),5961
MU,Engenheiro Beltrão (PR),14000
MU,Esperança Nova (PR),1698
MU,Entre Rios do Oeste (PR),4539
MU,Espigão Alto do Iguaçu (PR),4117
MU,Farol (PR),3089
MU,Faxinal (PR),17251
MU,Fazenda Rio Grande (PR),100209
MU,Fênix (PR),4762
MU,Fernandes Pinheiro (PR),5646
MU,Figueira (PR),7770
MU,Floraí (PR),4929
MU,Flor da Serra do Sul (PR),4624
MU,Floresta (PR),6774
MU,Florestópolis (PR),10548
MU,Flórida (PR),2689
MU,Formosa do Oeste (PR),6578
MU,Foz do Iguaçu (PR),258532
MU,Francisco Alves (PR),6046
MU,Francisco Beltrão (PR),91093
MU,Foz do Jordão (PR),4650
MU,General Carneiro (PR),13710
MU,Godoy Moreira (PR),2946
MU,Goioerê (PR),28884
MU,Goioxim (PR),7111
MU,Grandes Rios (PR),5618
MU,Guaíra (PR),33119
MU,Guairaçá (PR),6581
MU,Guamiranga (PR),8739
MU,Guapirama (PR),3802
MU,Guaporema (PR),2243
MU,Guaraci (PR),5502
MU,Guaraniaçu (PR),12472
MU,Guarapuava (PR),181504
MU,Guaraqueçaba (PR),7636
MU,Guaratuba (PR),37067
MU,Honório Serpa (PR),5211
MU,Ibaiti (PR),31364
MU,Ibema (PR),6352
MU,Ibiporã (PR),54558
MU,Icaraíma (PR),7904
MU,Iguaraçu (PR),4404
MU,Iguatu (PR),2256
MU,Imbaú (PR),13111
MU,Imbituva (PR),32564
MU,Inácio Martins (PR),11125
MU,Inajá (PR),3109
MU,Indianópolis (PR),4457
MU,Ipiranga (PR),15172
MU,Iporã (PR),13926
MU,Iracema do Oeste (PR),2288
MU,Irati (PR),60727
MU,Iretama (PR),10169
MU,Itaguajé (PR),4466
MU,Itaipulândia (PR),11176
MU,Itambaracá (PR),6582
MU,Itambé (PR),6108
MU,Itapejara d'Oeste (PR),11964
MU,Itaperuçu (PR),28634
MU,Itaúna do Sul (PR),2865
MU,Ivaí (PR),13879
MU,Ivaiporã (PR),31984
MU,Ivaté (PR),8185
MU,Ivatuba (PR),3259
MU,Jaboti (PR),5274
MU,Jacarezinho (PR),39378
MU,Jaguapitã (PR),13620
MU,Jaguariaíva (PR),34857
MU,Jandaia do Sul (PR),21176
MU,Janiópolis (PR),5245
MU,Japira (PR),4994
MU,Japurá (PR),9425
MU,Jardim Alegre (PR),11328
MU,Jardim Olinda (PR),1331
MU,Jataizinho (PR),12588
MU,Jesuítas (PR),8412
MU,Joaquim Távora (PR),11908
MU,Jundiaí do Sul (PR),3292
MU,Juranda (PR),7340
MU,Jussara (PR),7013
MU,Kaloré (PR),4100
MU,Lapa (PR),48163
MU,Laranjal (PR),5852
MU,Laranjeiras do Sul (PR),32073
MU,Leópolis (PR),3954
MU,Lidianópolis (PR),3310
MU,Lindoeste (PR),4676
MU,Loanda (PR),23086
MU,Lobato (PR),4787
MU,Londrina (PR),569733
MU,Luiziana (PR),7262
MU,Lunardelli (PR),4794
MU,Lupionópolis (PR),4920
MU,Mallet (PR),13630
MU,Mamborê (PR),13132
MU,Mandaguaçu (PR),22819
MU,Mandaguari (PR),34400
MU,Mandirituba (PR),26869
MU,Manfrinópolis (PR),2571
MU,Mangueirinha (PR),16714
MU,Manoel Ribas (PR),13502
MU,Marechal Cândido Rondon (PR),52944
MU,Maria Helena (PR),5677
MU,Marialva (PR),35496
MU,Marilândia do Sul (PR),8836
MU,Marilena (PR),7076
MU,Mariluz (PR),10345
MU,Maringá (PR),423666
MU,Mariópolis (PR),6610
MU,Maripá (PR),5603
MU,Marmeleiro (PR),14367
MU,Marquinho (PR),4405
MU,Marumbi (PR),4679
MU,Matelândia (PR),17943
MU,Matinhos (PR),34720
MU,Mato Rico (PR),3272
MU,Mauá da Serra (PR),10601
MU,Medianeira (PR),46198
MU,Mercedes (PR),5536
MU,Mirador (PR),2213
MU,Miraselva (PR),1806
MU,Missal (PR),10702
MU,Moreira Sales (PR),12121
MU,Morretes (PR),16406
MU,Munhoz de Melo (PR),3984
MU,Nossa Senhora das Graças (PR),4008
MU,Nova Aliança do Ivaí (PR),1543
MU,Nova América da Colina (PR),3445
MU,Nova Aurora (PR),10472
MU,Nova Cantu (PR),5302
MU,Nova Esperança (PR),27904
MU,Nova Esperança do Sudoeste (PR),5046
MU,Nova Fátima (PR),8153
MU,Nova Laranjeiras (PR),11554
MU,Nova Londrina (PR),13213
MU,Nova Olímpia (PR),5806
MU,Nova Santa Bárbara (PR),4249
MU,Nova Santa Rosa (PR),8219
MU,Nova Prata do Iguaçu (PR),10548
MU,Nova Tebas (PR),5649
MU,Novo Itacolomi (PR),2844
MU,Ortigueira (PR),22141
MU,Ourizona (PR),3428
MU,Ouro Verde do Oeste (PR),5996
MU,Paiçandu (PR),41281
MU,Palmas (PR),50986
MU,Palmeira (PR),33877
MU,Palmital (PR),13172
MU,Palotina (PR),31846
MU,Paraíso do Norte (PR),13830
MU,Paranacity (PR),11472
MU,Paranaguá (PR),154936
MU,Paranapoema (PR),3203
MU,Paranavaí (PR),88374
MU,Pato Bragado (PR),5610
MU,Pato Branco (PR),82881
MU,Paula Freitas (PR),5873
